date,year,month,region,type,avg_price,price_category,total_sold,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
2015-02-01,2015,February,NewYork,conventional,1.36,Medium,1433763,22622,1084530,3252,323359,243187,80172,0
2015-01-25,2015,January,NewYork,conventional,1.36,Medium,1102868,18102,768132,3184,313450,249848,63602,0
2015-01-18,2015,January,NewYork,conventional,1.37,Medium,1044281,18947,749309,3039,272986,211934,61052,0
2015-01-11,2015,January,NewYork,conventional,1.34,Medium,1018226,15880,714531,2316,285499,221732,63767,0
2015-01-04,2015,January,NewYork,conventional,1.09,Medium,1402890,23641,1127882,1871,249496,178683,70813,0
2015-12-27,2015,December,Northeast,conventional,1.2,Medium,3156360,69920,2313156,35858,737426,690117,46305,1004
2015-12-20,2015,December,Northeast,conventional,1.2,Medium,3190120,72577,2330694,14910,771939,709816,60823,1300
2015-12-13,2015,December,Northeast,conventional,1.09,Medium,3696552,81056,2852334,4716,758446,706707,51735,4
2015-12-06,2015,December,Northeast,conventional,1.14,Medium,3218495,85445,2541187,3341,588522,547612,40901,9
2015-11-29,2015,November,Northeast,conventional,1.22,Medium,2593781,71192,1964334,3025,555230,513648,41582,0
2015-11-22,2015,November,Northeast,conventional,1.16,Medium,3026217,79007,2316405,4067,626738,581899,44834,5
2015-11-15,2015,November,Northeast,conventional,1.09,Medium,3538946,89242,2738914,3393,707397,658543,48854,0
2015-11-08,2015,November,Northeast,conventional,1.1,Medium,4205775,86385,3333003,4492,781895,645890,136005,0
2015-11-01,2015,November,Northeast,conventional,1.09,Medium,4801621,95356,3920642,4729,780894,697294,83581,19
2015-10-25,2015,October,Northeast,conventional,1.15,Medium,3306614,88907,2438454,3364,775889,693913,81976,0
2015-10-18,2015,October,Northeast,conventional,0.99,Low,4866607,93570,4025382,5421,742234,661214,81018,2
2015-10-11,2015,October,Northeast,conventional,1.23,Medium,3307829,88377,2383019,4365,832068,721415,110651,2
2015-10-04,2015,October,Northeast,conventional,1.21,Medium,3585183,99666,2679761,5434,800322,716568,83754,0
2015-09-27,2015,September,Northeast,conventional,1.13,Medium,3739073,86279,2965154,4786,682854,589490,93364,0
2015-09-20,2015,September,Northeast,conventional,1.21,Medium,3334592,86196,2492114,4294,751988,672883,79105,0
2015-09-13,2015,September,Northeast,conventional,1.14,Medium,4205295,95840,3364305,4617,740533,638404,102123,6
2015-09-06,2015,September,Northeast,conventional,1.18,Medium,4088062,99313,3227507,6693,754549,688674,65777,98
2015-08-30,2015,August,Northeast,conventional,1.2,Medium,3825967,93229,2981372,11075,740291,678533,60808,950
2015-08-23,2015,August,Northeast,conventional,1.13,Medium,4146221,107907,3291931,7167,739216,682204,55968,1044
2015-08-16,2015,August,Northeast,conventional,1.17,Medium,4221435,97140,3382543,8139,733613,677997,55602,14
2015-08-09,2015,August,Northeast,conventional,1.1,Medium,4786334,105393,3894802,9117,777022,722078,54944,0
2015-08-02,2015,August,Northeast,conventional,1.19,Medium,4154659,104773,3244096,11726,794064,742929,51132,3
2015-07-26,2015,July,Northeast,conventional,1.28,Medium,3757525,102482,2757146,14865,883032,815706,67280,46
2015-07-19,2015,July,Northeast,conventional,1.27,Medium,4169213,107602,3057929,36476,967206,900292,66844,70
2015-07-12,2015,July,Northeast,conventional,1.2,Medium,4454139,110243,3051823,75096,1216977,1148604,67208,1165
2015-07-05,2015,July,Northeast,conventional,1.24,Medium,4855274,122191,3328289,92678,1312116,1208641,102680,795
2015-06-28,2015,June,Northeast,conventional,1.3,Medium,4100932,105386,2670470,72709,1252367,1129604,121974,789
2015-06-21,2015,June,Northeast,conventional,1.27,Medium,4508474,106860,3203945,77296,1120373,1052771,66494,1108
2015-06-14,2015,June,Northeast,conventional,1.2,Medium,4561750,112694,2985954,56827,1406275,1285656,118367,2252
2015-06-07,2015,June,Northeast,conventional,1.27,Medium,4721927,109588,3416600,7059,1188680,1099881,87701,1098
2015-05-31,2015,May,Northeast,conventional,1.34,Medium,4329240,116068,2954176,5489,1253507,1154091,97865,1551
2015-05-24,2015,May,Northeast,conventional,1.26,Medium,4661457,112426,3212552,7775,1328704,1206951,120720,1033
2015-05-17,2015,May,Northeast,conventional,1.33,Medium,4094678,114066,2730591,5593,1244428,1156872,87403,153
2015-05-10,2015,May,Northeast,conventional,1.21,Medium,5498650,134556,4143703,10221,1210170,1120295,89875,0
2015-05-03,2015,May,Northeast,conventional,1.24,Medium,4597313,129458,3365963,13488,1088404,954845,132616,943
2015-04-26,2015,April,Northeast,conventional,1.36,Medium,3646364,110932,2492744,7040,1035648,902141,132856,651
2015-04-19,2015,April,Northeast,conventional,1.31,Medium,3786141,110955,2552885,6390,1115911,984678,131233,0
2015-04-12,2015,April,Northeast,conventional,1.33,Medium,3203213,93987,2102180,5307,1001739,920109,81630,0
2015-04-05,2015,April,Northeast,conventional,1.34,Medium,3467771,97887,2409450,6204,954230,869575,83524,1131
2015-03-29,2015,March,Northeast,conventional,1.26,Medium,3497027,96170,2543290,5707,851860,769079,82778,3
2015-03-22,2015,March,Northeast,conventional,1.22,Medium,3520409,118765,2526520,5437,869687,782210,87477,0
2015-03-15,2015,March,Northeast,conventional,1.34,Medium,3135992,111779,2082038,5531,936644,843930,92714,0
2015-03-08,2015,March,Northeast,conventional,1.27,Medium,3250833,113603,2111936,7865,1017429,909308,108119,2
2015-03-01,2015,March,Northeast,conventional,1.15,Medium,3780455,88609,2790180,7318,894348,810060,84288,0
2015-02-22,2015,February,Northeast,conventional,1.29,Medium,3042447,92283,2003076,7050,940038,860636,79402,0
2015-02-15,2015,February,Northeast,conventional,1.29,Medium,2983696,88057,1958075,7773,929791,864046,65745,0
2015-02-08,2015,February,Northeast,conventional,1.09,Medium,4457049,128978,3354877,7220,965974,869917,96055,2
2015-02-01,2015,February,Northeast,conventional,1.23,Medium,4298883,133614,3149375,9191,1006703,896750,109953,0
2015-01-25,2015,January,Northeast,conventional,1.27,Medium,3238502,96762,2129188,7924,1004628,903841,100787,0
2015-01-18,2015,January,Northeast,conventional,1.32,Medium,3066790,91803,2098784,7216,868987,784230,84757,0
2015-01-11,2015,January,Northeast,conventional,1.28,Medium,3056025,97345,2070661,6915,881104,796191,84913,0
2015-01-04,2015,January,Northeast,conventional,1.09,Medium,3759283,126641,2860710,7580,764352,669971,94381,0
2015-12-27,2015,December,NorthernNewEngland,conventional,1.21,Medium,304598,2601,250271,12123,39603,39603,0,0
2015-12-20,2015,December,NorthernNewEngland,conventional,1.17,Medium,284808,2615,232460,3821,45912,45912,0,0
2015-12-13,2015,December,NorthernNewEngland,conventional,0.95,Low,407483,2970,369076,117,35320,35320,0,0
2015-12-06,2015,December,NorthernNewEngland,conventional,1.11,Medium,303058,3320,261503,94,38141,38141,0,0
2015-11-29,2015,November,NorthernNewEngland,conventional,1.25,Medium,219690,2897,181978,89,34726,34726,0,0
2015-11-22,2015,November,NorthernNewEngland,conventional,1.08,Medium,274209,2770,230517,141,40781,40778,3,0
2015-11-15,2015,November,NorthernNewEngland,conventional,1.07,Medium,287016,2590,237255,91,47080,46868,212,0
2015-11-08,2015,November,NorthernNewEngland,conventional,0.96,Low,489340,2348,453089,132,33771,33362,409,0
2015-11-01,2015,November,NorthernNewEngland,conventional,1.07,Medium,350261,3272,281499,209,65281,65081,200,0
2015-10-25,2015,October,NorthernNewEngland,conventional,1.08,Medium,313881,2600,268057,158,43066,42475,591,0
2015-10-18,2015,October,NorthernNewEngland,conventional,1.0,Low,402466,3274,361448,193,37551,36298,1253,0
2015-10-11,2015,October,NorthernNewEngland,conventional,1.19,Medium,278473,3617,231543,205,43108,43001,107,0
2015-10-04,2015,October,NorthernNewEngland,conventional,1.12,Medium,298223,3979,253346,248,40650,40432,218,0
2015-09-27,2015,September,NorthernNewEngland,conventional,0.98,Low,458603,2769,427545,265,28024,27515,509,0
2015-09-20,2015,September,NorthernNewEngland,conventional,1.17,Medium,322730,2413,270776,292,49249,48165,1084,0
2015-09-13,2015,September,NorthernNewEngland,conventional,1.09,Medium,356105,1753,301172,277,52903,52023,880,0
2015-09-06,2015,September,NorthernNewEngland,conventional,1.01,Medium,508208,2506,456885,378,48439,48350,89,0
2015-08-30,2015,August,NorthernNewEngland,conventional,1.13,Medium,395127,2834,337185,457,54651,54651,0,0
2015-08-23,2015,August,NorthernNewEngland,conventional,1.18,Medium,400102,2487,338131,608,58876,58876,0,0
2015-08-16,2015,August,NorthernNewEngland,conventional,1.23,Medium,372516,2067,304465,775,65209,65209,0,0
2015-08-09,2015,August,NorthernNewEngland,conventional,1.03,Medium,579226,2513,523493,816,52404,52401,3,0
2015-08-02,2015,August,NorthernNewEngland,conventional,1.25,Medium,417083,2279,347110,1638,66056,66056,0,0
2015-07-26,2015,July,NorthernNewEngland,conventional,1.25,Medium,402792,2558,324259,2452,73523,73519,4,0
2015-07-19,2015,July,NorthernNewEngland,conventional,1.03,Medium,594452,3108,522040,6852,62452,62435,17,0
2015-07-12,2015,July,NorthernNewEngland,conventional,1.1,Medium,509215,3111,341892,15372,148840,148811,29,0
2015-07-05,2015,July,NorthernNewEngland,conventional,1.15,Medium,536643,2969,338863,17992,176819,176637,182,0
2015-06-28,2015,June,NorthernNewEngland,conventional,1.14,Medium,452801,2583,282588,15156,152474,152425,49,0
2015-06-21,2015,June,NorthernNewEngland,conventional,1.18,Medium,425886,2279,300070,14780,108757,108757,0,0
2015-06-14,2015,June,NorthernNewEngland,conventional,1.04,Medium,537725,2804,362082,10745,162094,162094,0,0
2015-06-07,2015,June,NorthernNewEngland,conventional,1.17,Medium,427217,2097,314309,37,110774,110774,0,0
2015-05-31,2015,May,NorthernNewEngland,conventional,1.2,Medium,413699,2524,313153,61,97961,97961,0,0
2015-05-24,2015,May,NorthernNewEngland,conventional,1.04,Medium,512172,2625,372289,53,137205,137205,0,0
2015-05-17,2015,May,NorthernNewEngland,conventional,1.15,Medium,422484,2746,287792,30,131916,131905,11,0
2015-05-10,2015,May,NorthernNewEngland,conventional,1.05,Medium,578437,2740,503984,79,71634,71254,380,0
2015-05-03,2015,May,NorthernNewEngland,conventional,1.16,Medium,366987,2322,304233,60,60372,60354,18,0
2015-04-26,2015,April,NorthernNewEngland,conventional,1.24,Medium,311879,1960,253563,80,56276,56259,17,0
2015-04-19,2015,April,NorthernNewEngland,conventional,1.13,Medium,346562,2157,284389,78,59938,59937,1,0
2015-04-12,2015,April,NorthernNewEngland,conventional,1.16,Medium,306251,2160,214310,59,89722,89700,22,0
2015-04-05,2015,April,NorthernNewEngland,conventional,1.19,Medium,309144,2352,252307,82,54403,54289,114,0
2015-03-29,2015,March,NorthernNewEngland,conventional,1.07,Medium,412639,2453,372165,57,37964,37036,928,0
2015-03-22,2015,March,NorthernNewEngland,conventional,1.19,Medium,282155,4556,229493,56,48050,47856,194,0
2015-03-15,2015,March,NorthernNewEngland,conventional,1.15,Medium,301853,6236,247093,91,48433,48391,42,0
2015-03-08,2015,March,NorthernNewEngland,conventional,1.09,Medium,287964,2508,234532,15,50909,50607,302,0
2015-03-01,2015,March,NorthernNewEngland,conventional,1.05,Medium,355678,2267,310490,41,42880,42880,0,0
2015-02-22,2015,February,NorthernNewEngland,conventional,1.13,Medium,264119,2875,217477,24,43743,43736,7,0
2015-02-15,2015,February,NorthernNewEngland,conventional,1.11,Medium,288515,2898,232118,33,53466,53304,162,0
2015-02-08,2015,February,NorthernNewEngland,conventional,1.03,Medium,363935,4605,308443,34,50853,50015,838,0
2015-02-01,2015,February,NorthernNewEngland,conventional,1.06,Medium,412753,4355,361694,34,46670,46577,93,0
2015-01-25,2015,January,NorthernNewEngland,conventional,1.06,Medium,290611,3806,233233,24,53548,53544,4,0
2015-01-18,2015,January,NorthernNewEngland,conventional,1.12,Medium,309203,3013,241381,38,64771,64771,0,0
2015-01-11,2015,January,NorthernNewEngland,conventional,1.06,Medium,314717,4578,265252,23,44864,44864,0,0
2015-01-04,2015,January,NorthernNewEngland,conventional,1.05,Medium,321824,4967,264352,15,52490,52490,0,0
2015-12-27,2015,December,Orlando,conventional,0.99,Low,305774,211104,20765,124,73781,40641,33140,0
2015-12-20,2015,December,Orlando,conventional,1.21,Medium,200075,131152,15795,122,53006,36258,16748,0
2015-12-13,2015,December,Orlando,conventional,0.96,Low,310102,217679,24261,169,67993,31407,36586,0
2015-12-06,2015,December,Orlando,conventional,1.2,Medium,199064,135223,21556,122,42163,24098,18065,0
2015-11-29,2015,November,Orlando,conventional,0.96,Low,262684,190361,21008,38,51277,21537,29740,0
2015-11-22,2015,November,Orlando,conventional,0.98,Low,266951,184441,21586,121,60803,27115,33688,0
2015-11-15,2015,November,Orlando,conventional,1.24,Medium,200715,129533,20682,109,50391,27743,22648,0
2015-11-08,2015,November,Orlando,conventional,1.24,Medium,202955,132376,21007,92,49480,31370,18110,0
2015-11-01,2015,November,Orlando,conventional,0.97,Low,330071,228072,29351,81,72567,33748,38819,0
2015-10-25,2015,October,Orlando,conventional,1.25,Medium,210266,138111,24182,91,47882,29737,18128,17
2015-10-18,2015,October,Orlando,conventional,1.24,Medium,204526,131126,24094,71,49235,32916,16319,0
2015-10-11,2015,October,Orlando,conventional,1.0,Low,308033,211056,30064,106,66807,31969,34838,0
2015-10-04,2015,October,Orlando,conventional,1.0,Low,332997,224769,34086,61,74081,37192,36886,3
2015-09-27,2015,September,Orlando,conventional,1.28,Medium,202457,114107,41995,142,46213,29150,17063,0
2015-09-20,2015,September,Orlando,conventional,0.99,Low,329685,201392,51931,120,76242,36957,39285,0
2015-09-13,2015,September,Orlando,conventional,1.23,Medium,221548,113374,51292,44,56838,37654,19184,0
2015-09-06,2015,September,Orlando,conventional,0.99,Low,375737,232502,56930,83,86222,43015,43207,0
2015-08-30,2015,August,Orlando,conventional,1.25,Medium,238270,123335,51488,173,63274,44695,18579,0
2015-08-23,2015,August,Orlando,conventional,1.21,Medium,228926,113658,51869,82,63317,47516,15801,0
2015-08-16,2015,August,Orlando,conventional,1.23,Medium,240186,128769,46942,92,64383,45260,19123,0
2015-08-09,2015,August,Orlando,conventional,0.99,Low,388550,249266,57952,100,81232,47242,33990,0
2015-08-02,2015,August,Orlando,conventional,1.24,Medium,240822,130990,49483,89,60260,43473,16787,0
2015-07-26,2015,July,Orlando,conventional,1.22,Medium,239842,128206,51179,71,60386,44878,15508,0
2015-07-19,2015,July,Orlando,conventional,0.98,Low,363733,226313,57749,61,79610,42478,37132,0
2015-07-12,2015,July,Orlando,conventional,1.22,Medium,245529,133074,53987,73,58395,41732,16663,0
2015-07-05,2015,July,Orlando,conventional,0.97,Low,420329,258450,66372,83,95424,58523,36901,0
2015-06-28,2015,June,Orlando,conventional,1.15,Medium,277854,144511,52467,119,80757,62187,18570,0
2015-06-21,2015,June,Orlando,conventional,0.96,Low,394035,243576,57123,727,92609,55420,37189,0
2015-06-14,2015,June,Orlando,conventional,1.22,Medium,256150,141946,36946,2084,75174,56502,18664,8
2015-06-07,2015,June,Orlando,conventional,0.98,Low,391557,271323,33611,562,86061,48220,37841,0
2015-05-31,2015,May,Orlando,conventional,1.26,Medium,250040,174419,19642,73,55906,38303,17603,0
2015-05-24,2015,May,Orlando,conventional,1.0,Low,401991,295795,29758,160,76278,37158,39120,0
2015-05-17,2015,May,Orlando,conventional,1.23,Medium,243266,168887,19797,174,54408,38066,16342,0
2015-05-10,2015,May,Orlando,conventional,1.23,Medium,257033,185586,19591,139,51717,35990,15727,0
2015-05-03,2015,May,Orlando,conventional,0.98,Low,501574,369352,36611,166,95445,40398,54823,224
2015-04-26,2015,April,Orlando,conventional,1.23,Medium,257308,179052,21352,94,56810,38168,18295,347
2015-04-19,2015,April,Orlando,conventional,1.23,Medium,231777,157931,18812,206,54828,35505,19323,0
2015-04-12,2015,April,Orlando,conventional,0.99,Low,375364,275284,28203,97,71780,31886,39894,0
2015-04-05,2015,April,Orlando,conventional,1.1,Medium,300680,211116,25859,104,63601,34092,29144,365
2015-03-29,2015,March,Orlando,conventional,1.25,Medium,216925,150612,18785,129,47399,29216,18183,0
2015-03-22,2015,March,Orlando,conventional,0.98,Low,363504,260634,29683,141,73046,37453,35593,0
2015-03-15,2015,March,Orlando,conventional,1.27,Medium,226248,154932,21354,116,49846,34513,15333,0
2015-03-08,2015,March,Orlando,conventional,1.27,Medium,219072,149786,19868,87,49331,33996,15335,0
2015-03-01,2015,March,Orlando,conventional,1.0,Low,316199,227526,26600,115,61958,31708,30250,0
2015-02-22,2015,February,Orlando,conventional,1.18,Medium,226965,151270,22481,67,53147,36700,16447,0
2015-02-15,2015,February,Orlando,conventional,1.26,Medium,204812,139190,21210,37,44375,20733,23642,0
2015-02-08,2015,February,Orlando,conventional,1.23,Medium,204397,137588,24318,99,42392,18229,24163,0
2015-02-01,2015,February,Orlando,conventional,0.95,Low,489225,358732,50048,180,80265,26855,53410,0
2015-01-25,2015,January,Orlando,conventional,1.28,Medium,211991,133616,29418,92,48865,22592,26273,0
2015-01-18,2015,January,Orlando,conventional,1.33,Medium,191078,112722,34703,84,43569,18915,24654,0
2015-01-11,2015,January,Orlando,conventional,1.29,Medium,202035,119337,39236,52,43410,18762,24648,0
2015-01-04,2015,January,Orlando,conventional,1.0,Low,281803,190744,38265,75,52719,19933,32786,0
2015-12-27,2015,December,Philadelphia,conventional,1.25,Medium,308547,9778,208945,531,89293,82777,6513,3
2015-12-20,2015,December,Philadelphia,conventional,1.33,Medium,306843,9645,198362,533,98303,88588,9715,0
2015-12-13,2015,December,Philadelphia,conventional,1.18,Medium,352369,12500,244536,683,94650,87739,6908,3
2015-12-06,2015,December,Philadelphia,conventional,1.18,Medium,346896,16536,254809,541,75010,67406,7596,8
2015-11-29,2015,November,Philadelphia,conventional,1.23,Medium,275092,11336,195284,534,67938,62262,5676,0
2015-11-22,2015,November,Philadelphia,conventional,1.23,Medium,320058,12679,226194,592,80593,74841,5752,0
2015-11-15,2015,November,Philadelphia,conventional,1.17,Medium,363548,13989,263608,605,85346,78169,7177,0
2015-11-08,2015,November,Philadelphia,conventional,1.27,Medium,374934,13867,268320,480,92267,76143,16124,0
2015-11-01,2015,November,Philadelphia,conventional,1.13,Medium,559566,15178,453730,571,90087,78873,11207,7
2015-10-25,2015,October,Philadelphia,conventional,1.19,Medium,398338,19898,283086,437,94917,84289,10628,0
2015-10-18,2015,October,Philadelphia,conventional,1.06,Medium,496237,14371,388376,819,92671,83102,9569,0
2015-10-11,2015,October,Philadelphia,conventional,1.26,Medium,373651,13073,256351,551,103676,83282,20392,2
2015-10-04,2015,October,Philadelphia,conventional,1.28,Medium,388206,14122,268719,754,104611,91636,12975,0
2015-09-27,2015,September,Philadelphia,conventional,1.25,Medium,368780,14984,255353,497,97946,82670,15276,0
2015-09-20,2015,September,Philadelphia,conventional,1.25,Medium,361362,14834,251090,580,94858,84698,10160,0
2015-09-13,2015,September,Philadelphia,conventional,1.19,Medium,454796,15900,346217,752,91927,78977,12950,0
2015-09-06,2015,September,Philadelphia,conventional,1.25,Medium,399062,16020,284480,633,97929,89096,8827,6
2015-08-30,2015,August,Philadelphia,conventional,1.26,Medium,381319,14942,269812,655,95910,86293,9571,46
2015-08-23,2015,August,Philadelphia,conventional,1.09,Medium,449716,21863,336375,717,90761,82479,8194,88
2015-08-16,2015,August,Philadelphia,conventional,1.2,Medium,425708,14750,324062,652,86244,78393,7851,0
2015-08-09,2015,August,Philadelphia,conventional,1.19,Medium,405556,14930,294414,802,95410,88554,6856,0
2015-08-02,2015,August,Philadelphia,conventional,1.21,Medium,399212,15487,288809,956,93960,85345,8615,0
2015-07-26,2015,July,Philadelphia,conventional,1.36,Medium,373032,16844,251977,857,103354,92025,11329,0
2015-07-19,2015,July,Philadelphia,conventional,1.39,Medium,369974,15790,237183,1473,115528,103255,12273,0
2015-07-12,2015,July,Philadelphia,conventional,1.38,Medium,372062,15106,233808,1886,121262,109197,11757,308
2015-07-05,2015,July,Philadelphia,conventional,1.25,Medium,460459,16232,306536,1024,136667,122253,14370,44
2015-06-28,2015,June,Philadelphia,conventional,1.38,Medium,378931,15519,234778,807,127827,111169,16658,0
2015-06-21,2015,June,Philadelphia,conventional,1.33,Medium,456983,16067,310906,1155,128855,117744,11041,70
2015-06-14,2015,June,Philadelphia,conventional,1.32,Medium,421514,16037,253566,1064,150847,130970,19780,97
2015-06-07,2015,June,Philadelphia,conventional,1.35,Medium,476827,17117,325421,1340,132949,116933,15941,75
2015-05-31,2015,May,Philadelphia,conventional,1.43,Medium,436028,18199,270398,1069,146362,130735,15496,131
2015-05-24,2015,May,Philadelphia,conventional,1.4,Medium,440574,15940,277233,1056,146345,129471,16871,3
2015-05-17,2015,May,Philadelphia,conventional,1.44,Medium,388800,16906,241209,1129,129556,116807,12725,24
2015-05-10,2015,May,Philadelphia,conventional,1.32,Medium,535923,18571,381135,2051,134166,118816,15350,0
2015-05-03,2015,May,Philadelphia,conventional,1.22,Medium,548557,27872,393976,1835,124874,106616,18019,239
2015-04-26,2015,April,Philadelphia,conventional,1.46,Medium,385542,17337,249071,1440,117694,100776,16918,0
2015-04-19,2015,April,Philadelphia,conventional,1.43,Medium,389414,16585,242741,1310,128778,110321,18457,0
2015-04-12,2015,April,Philadelphia,conventional,1.44,Medium,335390,15209,210183,1218,108780,95743,13037,0
2015-04-05,2015,April,Philadelphia,conventional,1.43,Medium,365947,15897,240592,1291,108167,94087,14029,51
2015-03-29,2015,March,Philadelphia,conventional,1.39,Medium,339877,15819,222182,1169,100707,88307,12400,0
2015-03-22,2015,March,Philadelphia,conventional,1.18,Medium,449262,27380,322071,1104,98707,85472,13235,0
2015-03-15,2015,March,Philadelphia,conventional,1.44,Medium,331457,15055,199104,1078,116220,102101,14119,0
2015-03-08,2015,March,Philadelphia,conventional,1.4,Medium,349610,19780,207010,1051,121769,106814,14953,2
2015-03-01,2015,March,Philadelphia,conventional,1.24,Medium,392412,16330,267027,1528,107527,93745,13782,0
2015-02-22,2015,February,Philadelphia,conventional,1.36,Medium,348215,14876,214953,1354,117032,105514,11518,0
2015-02-15,2015,February,Philadelphia,conventional,1.34,Medium,335173,15920,210875,1260,107118,97738,9380,0
2015-02-08,2015,February,Philadelphia,conventional,1.09,Medium,477876,26220,336509,1354,113793,100107,13684,2
2015-02-01,2015,February,Philadelphia,conventional,1.14,Medium,569305,30263,417994,1722,119326,104366,14960,0
2015-01-25,2015,January,Philadelphia,conventional,1.36,Medium,355646,16113,211454,1409,126670,110991,15679,0
2015-01-18,2015,January,Philadelphia,conventional,1.4,Medium,331495,15116,209523,1469,105387,93251,12136,0
2015-01-11,2015,January,Philadelphia,conventional,1.38,Medium,315984,14324,198387,1715,101558,88980,12578,0
2015-01-04,2015,January,Philadelphia,conventional,1.1,Medium,407676,24192,294715,2121,86648,72830,13818,0
2015-12-27,2015,December,PhoenixTucson,conventional,0.49,Low,1137707,738315,286858,11642,100892,70749,30143,0
2015-12-20,2015,December,PhoenixTucson,conventional,0.53,Low,1097224,785255,204147,10347,97475,72170,25305,0
2015-12-13,2015,December,PhoenixTucson,conventional,0.66,Low,907470,546182,241775,9430,110083,92028,18055,0
2015-12-06,2015,December,PhoenixTucson,conventional,0.56,Low,1105500,760680,271207,13355,60258,60255,3,0
2015-11-29,2015,November,PhoenixTucson,conventional,0.75,Low,724916,449044,208439,9770,57663,57663,0,0
2015-11-22,2015,November,PhoenixTucson,conventional,0.77,Low,737834,441712,220375,11103,64644,63089,1555,0
2015-11-15,2015,November,PhoenixTucson,conventional,0.62,Low,1010132,690246,244821,11413,63652,63178,474,0
2015-11-08,2015,November,PhoenixTucson,conventional,0.6,Low,1102272,793104,234927,11555,62686,62667,19,0
2015-11-01,2015,November,PhoenixTucson,conventional,0.71,Low,907452,592066,232051,20971,62364,62364,0,0
2015-10-25,2015,October,PhoenixTucson,conventional,0.83,Low,761262,435987,240690,19969,64616,64585,31,0
2015-10-18,2015,October,PhoenixTucson,conventional,0.65,Low,1094731,728349,287935,10256,68191,68129,62,0
2015-10-11,2015,October,PhoenixTucson,conventional,0.89,Low,795733,382707,321487,19580,71959,71956,3,0
2015-10-04,2015,October,PhoenixTucson,conventional,0.89,Low,726096,363730,269016,10664,82686,82686,0,0
2015-09-27,2015,September,PhoenixTucson,conventional,0.91,Low,664202,364705,229488,9974,60035,59972,63,0
2015-09-20,2015,September,PhoenixTucson,conventional,0.71,Low,892151,410147,403761,6031,72212,64531,7681,0
2015-09-13,2015,September,PhoenixTucson,conventional,0.71,Low,1100902,606856,294312,15400,184334,74018,110316,0
2015-09-06,2015,September,PhoenixTucson,conventional,0.58,Low,1390418,937166,293505,6102,153645,93116,60529,0
2015-08-30,2015,August,PhoenixTucson,conventional,0.74,Low,939786,610522,238518,5932,84814,84714,100,0
2015-08-23,2015,August,PhoenixTucson,conventional,0.78,Low,873857,562929,228549,4923,77456,75886,1570,0
2015-08-16,2015,August,PhoenixTucson,conventional,0.66,Low,1203150,836443,223690,8295,134722,95993,38729,0
2015-08-09,2015,August,PhoenixTucson,conventional,0.79,Low,981975,621184,228961,7041,124789,79670,45119,0
2015-08-02,2015,August,PhoenixTucson,conventional,0.78,Low,946868,611966,205131,5262,124509,80224,44285,0
2015-07-26,2015,July,PhoenixTucson,conventional,0.77,Low,903242,579515,204148,8806,110773,77011,33762,0
2015-07-19,2015,July,PhoenixTucson,conventional,0.76,Low,928600,608210,200732,4302,115356,84065,31291,0
2015-07-12,2015,July,PhoenixTucson,conventional,0.7,Low,1015567,689407,201235,4760,120165,84711,35135,319
2015-07-05,2015,July,PhoenixTucson,conventional,0.56,Low,1456836,1096453,220124,5252,135007,98977,36030,0
2015-06-28,2015,June,PhoenixTucson,conventional,0.7,Low,955511,668072,176318,4419,106702,84854,21848,0
2015-06-21,2015,June,PhoenixTucson,conventional,0.54,Low,1343181,1028046,188115,4911,122109,99129,22980,0
2015-06-14,2015,June,PhoenixTucson,conventional,0.53,Low,1353850,1046888,180389,4263,122310,94240,28070,0
2015-06-07,2015,June,PhoenixTucson,conventional,0.52,Low,1457360,1130917,199670,4500,122273,90031,32242,0
2015-05-31,2015,May,PhoenixTucson,conventional,0.56,Low,1282096,981853,177851,10401,111991,81585,30406,0
2015-05-24,2015,May,PhoenixTucson,conventional,0.58,Low,1261540,968756,180677,6014,106093,84441,21652,0
2015-05-17,2015,May,PhoenixTucson,conventional,0.67,Low,1013050,739726,167186,4707,101431,77703,23728,0
2015-05-10,2015,May,PhoenixTucson,conventional,0.67,Low,1072300,775683,182956,4879,108782,77197,31585,0
2015-05-03,2015,May,PhoenixTucson,conventional,0.6,Low,1268607,901701,256792,5692,104422,80246,23882,294
2015-04-26,2015,April,PhoenixTucson,conventional,0.53,Low,1272429,1012900,159158,5833,94538,76637,17901,0
2015-04-19,2015,April,PhoenixTucson,conventional,0.51,Low,1366845,1097286,164461,7534,97564,44646,52918,0
2015-04-12,2015,April,PhoenixTucson,conventional,0.66,Low,1019281,746353,181418,5732,85778,39456,46322,0
2015-04-05,2015,April,PhoenixTucson,conventional,0.57,Low,1320321,1058164,172116,7128,82913,49272,33641,0
2015-03-29,2015,March,PhoenixTucson,conventional,0.57,Low,1231267,998058,157108,8639,67462,43760,23702,0
2015-03-22,2015,March,PhoenixTucson,conventional,0.71,Low,1089117,813327,208871,6035,60884,60875,9,0
2015-03-15,2015,March,PhoenixTucson,conventional,0.6,Low,1326721,1104001,149255,6042,67423,67423,0,0
2015-03-08,2015,March,PhoenixTucson,conventional,0.72,Low,1042159,824092,143843,5737,68487,68487,0,0
2015-03-01,2015,March,PhoenixTucson,conventional,0.7,Low,1031351,755407,198956,12552,64436,64436,0,0
2015-02-22,2015,February,PhoenixTucson,conventional,0.63,Low,1163115,925362,163230,6792,67731,67727,4,0
