,date,year,region,type,avg_price,price_category,total_volume,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
823,2015-03-01,2015,GreatLakes,conventional,1.02,Medium,3566752,353818,2135518,478702,598714,462539,88542,47633
824,2015-02-22,2015,GreatLakes,conventional,1.16,Medium,2730224,391401,1482033,246541,610249,512271,88537,9441
825,2015-02-15,2015,GreatLakes,conventional,1.15,Medium,2610004,390974,1331420,237030,650580,561485,81172,7923
826,2015-02-08,2015,GreatLakes,conventional,1.07,Medium,2856456,515788,1541253,238781,560634,472576,78545,9513
827,2015-02-01,2015,GreatLakes,conventional,0.91,Low,4874124,768873,2948565,510154,646532,479453,126926,40153
828,2015-01-25,2015,GreatLakes,conventional,1.13,Medium,2928692,390289,1649083,271643,617677,503612,109501,4564
829,2015-01-18,2015,GreatLakes,conventional,1.08,Medium,3006207,401684,1650327,257106,697090,600155,93435,3500
830,2015-01-11,2015,GreatLakes,conventional,1.1,Medium,3067638,416900,1818618,316857,515263,412976,91215,11072
831,2015-01-04,2015,GreatLakes,conventional,1.02,Medium,3382800,467259,2059658,318102,537781,412780,111073,13928
832,2015-12-27,2015,HarrisburgScranton,conventional,1.16,Medium,173646,22695,98629,149,52173,51397,776,0
833,2015-12-20,2015,HarrisburgScranton,conventional,1.11,Medium,180186,24111,100758,158,55159,53929,1230,0
834,2015-12-13,2015,HarrisburgScranton,conventional,1.14,Medium,187059,27054,107145,230,52630,51753,877,0
835,2015-12-06,2015,HarrisburgScranton,conventional,1.1,Medium,171196,25260,99014,118,46804,46346,458,0
836,2015-11-29,2015,HarrisburgScranton,conventional,1.17,Medium,146103,23706,82016,111,40270,39641,629,0
837,2015-11-22,2015,HarrisburgScranton,conventional,1.16,Medium,162429,26602,85742,198,49887,47520,2367,0
838,2015-11-15,2015,HarrisburgScranton,conventional,1.09,Medium,189917,25483,113516,94,50824,46940,3884,0
839,2015-11-08,2015,HarrisburgScranton,conventional,1.09,Medium,214993,27837,137671,170,49315,47637,1678,0
840,2015-11-01,2015,HarrisburgScranton,conventional,1.13,Medium,219970,28916,140626,173,50255,49340,915,0
841,2015-10-25,2015,HarrisburgScranton,conventional,1.11,Medium,183277,27595,101619,186,53877,52570,1307,0
842,2015-10-18,2015,HarrisburgScranton,conventional,0.93,Low,264223,27640,186373,408,49802,48879,923,0
843,2015-10-11,2015,HarrisburgScranton,conventional,1.05,Medium,225080,32043,137367,268,55402,53610,1792,0
844,2015-10-04,2015,HarrisburgScranton,conventional,1.16,Medium,188437,32555,95392,324,60166,59227,939,0
845,2015-09-27,2015,HarrisburgScranton,conventional,1.15,Medium,192478,30409,108386,295,53388,51732,1656,0
846,2015-09-20,2015,HarrisburgScranton,conventional,1.17,Medium,188314,31925,101201,280,54908,53988,920,0
847,2015-09-13,2015,HarrisburgScranton,conventional,1.07,Medium,254745,33049,170884,294,50518,48537,1981,0
848,2015-09-06,2015,HarrisburgScranton,conventional,1.19,Medium,225495,37454,128772,465,58804,57426,1345,33
849,2015-08-30,2015,HarrisburgScranton,conventional,1.18,Medium,219909,34596,125106,615,59592,57205,1780,607
850,2015-08-23,2015,HarrisburgScranton,conventional,1.1,Medium,222637,37214,128402,585,56436,54581,1140,715
851,2015-08-16,2015,HarrisburgScranton,conventional,1.09,Medium,247813,37089,161019,402,49303,48581,715,7
852,2015-08-09,2015,HarrisburgScranton,conventional,1.07,Medium,247575,40320,149596,511,57148,56333,815,0
853,2015-08-02,2015,HarrisburgScranton,conventional,1.1,Medium,242281,40388,143352,733,57808,56786,1019,3
854,2015-07-26,2015,HarrisburgScranton,conventional,1.17,Medium,225228,39347,123456,480,61945,60631,1272,42
855,2015-07-19,2015,HarrisburgScranton,conventional,1.19,Medium,229651,42406,119273,1021,66951,65841,1052,58
856,2015-07-12,2015,HarrisburgScranton,conventional,1.17,Medium,233639,42200,119799,2740,68900,67026,1705,169
857,2015-07-05,2015,HarrisburgScranton,conventional,1.19,Medium,275845,49830,142250,3216,80549,78410,1623,516
858,2015-06-28,2015,HarrisburgScranton,conventional,1.2,Medium,243537,42687,124702,2557,73591,70489,2376,726
859,2015-06-21,2015,HarrisburgScranton,conventional,1.19,Medium,255432,44180,128615,3182,79455,76907,1625,923
860,2015-06-14,2015,HarrisburgScranton,conventional,1.13,Medium,277579,42766,140404,2028,92381,87953,2821,1607
861,2015-06-07,2015,HarrisburgScranton,conventional,1.21,Medium,265638,40587,138950,676,85425,81417,3220,788
862,2015-05-31,2015,HarrisburgScranton,conventional,1.22,Medium,260058,42572,125282,804,91400,87881,2342,1177
863,2015-05-24,2015,HarrisburgScranton,conventional,1.21,Medium,270098,43499,132430,778,93391,89914,2642,835
864,2015-05-17,2015,HarrisburgScranton,conventional,1.19,Medium,252844,44843,120943,487,86571,85065,1401,105
865,2015-05-10,2015,HarrisburgScranton,conventional,1.19,Medium,299148,53022,158314,585,87227,85162,2065,0
866,2015-05-03,2015,HarrisburgScranton,conventional,1.17,Medium,255914,46183,130135,528,79068,76931,2137,0
867,2015-04-26,2015,HarrisburgScranton,conventional,1.21,Medium,234322,45102,118534,415,70271,68210,2023,38
868,2015-04-19,2015,HarrisburgScranton,conventional,1.17,Medium,237429,45693,112023,502,79211,77245,1966,0
869,2015-04-12,2015,HarrisburgScranton,conventional,1.18,Medium,201545,35515,101051,400,64579,62948,1631,0
870,2015-04-05,2015,HarrisburgScranton,conventional,1.21,Medium,216377,35707,112157,485,68028,66321,1643,64
871,2015-03-29,2015,HarrisburgScranton,conventional,1.14,Medium,197282,31892,102587,418,62385,61036,1349,0
872,2015-03-22,2015,HarrisburgScranton,conventional,1.08,Medium,219150,28701,129732,482,60235,57777,2458,0
873,2015-03-15,2015,HarrisburgScranton,conventional,1.2,Medium,190760,31225,84433,471,74631,72182,2449,0
874,2015-03-08,2015,HarrisburgScranton,conventional,1.15,Medium,192278,38517,75751,334,77676,75826,1850,0
875,2015-03-01,2015,HarrisburgScranton,conventional,1.07,Medium,230913,28899,134020,614,67380,65871,1509,0
876,2015-02-22,2015,HarrisburgScranton,conventional,1.2,Medium,191040,32241,83703,507,74589,73386,1203,0
877,2015-02-15,2015,HarrisburgScranton,conventional,1.22,Medium,187672,28593,85311,504,73264,72146,1118,0
878,2015-02-08,2015,HarrisburgScranton,conventional,1.02,Medium,239757,35933,126558,723,76543,75409,1134,0
879,2015-02-01,2015,HarrisburgScranton,conventional,1.06,Medium,283138,42732,168622,851,70933,69530,1403,0
880,2015-01-25,2015,HarrisburgScranton,conventional,1.17,Medium,206074,33194,89075,426,83379,79721,3658,0
881,2015-01-18,2015,HarrisburgScranton,conventional,1.24,Medium,182605,30929,85410,536,65730,64181,1549,0
882,2015-01-11,2015,HarrisburgScranton,conventional,1.26,Medium,178735,34536,78779,582,64838,63840,998,0
883,2015-01-04,2015,HarrisburgScranton,conventional,1.05,Medium,203939,32679,121021,1286,48953,47584,1369,0
884,2015-12-27,2015,HartfordSpringfield,conventional,1.27,Medium,243557,4428,194438,170,44521,43577,944,0
885,2015-12-20,2015,HartfordSpringfield,conventional,1.18,Medium,264156,4807,212205,185,46959,45982,977,0
886,2015-12-13,2015,HartfordSpringfield,conventional,1.24,Medium,238558,4440,186550,333,47235,46493,742,0
887,2015-12-06,2015,HartfordSpringfield,conventional,1.19,Medium,239945,4270,199395,192,36088,35448,640,0
888,2015-11-29,2015,HartfordSpringfield,conventional,1.32,Medium,213632,3574,172790,169,37099,36423,676,0
889,2015-11-22,2015,HartfordSpringfield,conventional,1.27,Medium,212091,3721,176358,319,31693,30800,893,0
890,2015-11-15,2015,HartfordSpringfield,conventional,1.12,Medium,275218,4680,228184,197,42157,40291,1866,0
891,2015-11-08,2015,HartfordSpringfield,conventional,1.16,Medium,309186,5048,260746,172,43220,37770,5450,0
892,2015-11-01,2015,HartfordSpringfield,conventional,1.16,Medium,326067,4472,271818,288,49489,44831,4658,0
893,2015-10-25,2015,HartfordSpringfield,conventional,1.2,Medium,234361,3444,183081,300,47536,43921,3615,0
894,2015-10-18,2015,HartfordSpringfield,conventional,0.93,Low,407866,4980,357183,594,45109,42005,3104,0
895,2015-10-11,2015,HartfordSpringfield,conventional,1.38,Medium,264228,4555,206738,492,52443,49065,3378,0
896,2015-10-04,2015,HartfordSpringfield,conventional,1.3,Medium,262639,5371,205512,287,51469,46353,5116,0
897,2015-09-27,2015,HartfordSpringfield,conventional,1.29,Medium,247142,3979,196808,249,46106,42271,3835,0
898,2015-09-20,2015,HartfordSpringfield,conventional,1.25,Medium,241533,3717,179938,271,57607,52877,4730,0
899,2015-09-13,2015,HartfordSpringfield,conventional,1.11,Medium,341176,4327,283221,206,53422,47929,5493,0
900,2015-09-06,2015,HartfordSpringfield,conventional,1.27,Medium,281256,3976,221998,498,54784,52839,1945,0
901,2015-08-30,2015,HartfordSpringfield,conventional,1.26,Medium,292827,3882,241163,594,47188,46616,572,0
902,2015-08-23,2015,HartfordSpringfield,conventional,1.14,Medium,298493,4337,248479,422,45255,44346,909,0
903,2015-08-16,2015,HartfordSpringfield,conventional,1.12,Medium,351074,4401,292977,887,52809,51497,1312,0
904,2015-08-09,2015,HartfordSpringfield,conventional,1.12,Medium,354491,4620,292318,707,56846,55626,1220,0
905,2015-08-02,2015,HartfordSpringfield,conventional,1.16,Medium,323450,4544,268798,1284,48824,47631,1193,0
906,2015-07-26,2015,HartfordSpringfield,conventional,1.3,Medium,266050,3580,205204,2171,55095,52816,2279,0
907,2015-07-19,2015,HartfordSpringfield,conventional,1.32,Medium,258239,3758,189920,5497,59064,56770,2294,0
908,2015-07-12,2015,HartfordSpringfield,conventional,1.06,Medium,389782,4948,299937,11286,73611,71429,2182,0
909,2015-07-05,2015,HartfordSpringfield,conventional,1.25,Medium,339064,4847,250697,11793,71727,67565,4162,0
910,2015-06-28,2015,HartfordSpringfield,conventional,1.27,Medium,304624,4254,226700,9682,63988,60622,3366,0
911,2015-06-21,2015,HartfordSpringfield,conventional,1.25,Medium,341629,4030,258201,10100,69298,67506,1792,0
912,2015-06-14,2015,HartfordSpringfield,conventional,1.15,Medium,338037,4926,253424,6840,72847,69608,3239,0
913,2015-06-07,2015,HartfordSpringfield,conventional,1.29,Medium,353475,4436,281286,219,67534,66053,1481,0
914,2015-05-31,2015,HartfordSpringfield,conventional,1.33,Medium,319503,4975,237651,143,76734,74809,1925,0
915,2015-05-24,2015,HartfordSpringfield,conventional,1.34,Medium,314931,4532,229800,178,80421,78506,1915,0
916,2015-05-17,2015,HartfordSpringfield,conventional,1.2,Medium,358753,4624,281567,249,72313,69888,2425,0
917,2015-05-10,2015,HartfordSpringfield,conventional,1.25,Medium,370924,5262,288463,391,76808,73456,3352,0
918,2015-05-03,2015,HartfordSpringfield,conventional,1.25,Medium,329589,4006,255378,539,69666,66957,2709,0
919,2015-04-26,2015,HartfordSpringfield,conventional,1.36,Medium,277178,4159,206009,230,66780,64008,2694,78
920,2015-04-19,2015,HartfordSpringfield,conventional,1.35,Medium,271199,3626,196720,175,70678,66845,3833,0
921,2015-04-12,2015,HartfordSpringfield,conventional,1.25,Medium,251083,3432,182585,134,64932,63103,1829,0
922,2015-04-05,2015,HartfordSpringfield,conventional,1.33,Medium,246967,4022,183801,194,58950,56551,2399,0
923,2015-03-29,2015,HartfordSpringfield,conventional,1.22,Medium,241495,3980,184278,217,53020,50510,2510,0
924,2015-03-22,2015,HartfordSpringfield,conventional,1.11,Medium,292821,5900,230144,140,56637,53990,2647,0
925,2015-03-15,2015,HartfordSpringfield,conventional,1.4,Medium,225762,6740,150491,161,68370,65306,3064,0
926,2015-03-08,2015,HartfordSpringfield,conventional,1.43,Medium,210375,3253,125713,145,81264,77719,3545,0
927,2015-03-01,2015,HartfordSpringfield,conventional,1.12,Medium,314918,4548,250130,272,59968,57601,2367,0
928,2015-02-22,2015,HartfordSpringfield,conventional,1.38,Medium,220210,3632,142741,286,73551,71331,2220,0
929,2015-02-15,2015,HartfordSpringfield,conventional,1.39,Medium,223170,3680,138691,217,80582,79027,1555,0
930,2015-02-08,2015,HartfordSpringfield,conventional,1.09,Medium,364572,6792,289098,215,68467,65595,2872,0
931,2015-02-01,2015,HartfordSpringfield,conventional,1.32,Medium,297969,4803,216923,365,75878,72235,3643,0
932,2015-01-25,2015,HartfordSpringfield,conventional,1.35,Medium,241174,4305,150045,232,86592,79403,7189,0
933,2015-01-18,2015,HartfordSpringfield,conventional,1.39,Medium,229216,3347,160684,287,64898,62671,2227,0
934,2015-01-11,2015,HartfordSpringfield,conventional,1.38,Medium,232640,4365,143002,223,85050,83320,1730,0
935,2015-01-04,2015,HartfordSpringfield,conventional,1.06,Medium,332208,6387,267594,165,58062,55402,2660,0
936,2015-12-27,2015,Houston,conventional,0.78,Low,944507,389773,288004,126151,140579,73712,36494,30373
937,2015-12-20,2015,Houston,conventional,0.75,Low,922356,382445,278067,127372,134472,72198,31521,30753
938,2015-12-13,2015,Houston,conventional,0.73,Low,998753,412188,386865,81450,118250,69011,48622,617
939,2015-12-06,2015,Houston,conventional,0.74,Low,989677,368529,490805,7041,123302,61021,62281,0
940,2015-11-29,2015,Houston,conventional,0.79,Low,783226,391617,289534,4335,97740,67880,29860,0
941,2015-11-22,2015,Houston,conventional,0.73,Low,913003,402192,391111,6924,112776,70785,41991,0
942,2015-11-15,2015,Houston,conventional,0.72,Low,998802,530465,332541,4611,131185,62414,68771,0
943,2015-11-08,2015,Houston,conventional,0.75,Low,983910,427829,411366,20404,124311,56573,67738,0
944,2015-11-01,2015,Houston,conventional,0.77,Low,1007806,395945,365506,111264,135091,56198,78893,0
945,2015-10-25,2015,Houston,conventional,0.88,Low,933624,437330,313129,81275,101890,57577,44261,52
946,2015-10-18,2015,Houston,conventional,0.9,Low,847813,436132,242843,80895,87943,59836,28107,0
947,2015-10-11,2015,Houston,conventional,0.79,Low,1036270,410949,385630,126766,112925,62638,50287,0
948,2015-10-04,2015,Houston,conventional,0.82,Low,1019284,411728,435388,43558,128610,59751,68859,0
949,2015-09-27,2015,Houston,conventional,0.86,Low,968988,383218,458983,16781,110006,61099,48907,0
950,2015-09-20,2015,Houston,conventional,0.83,Low,967228,417701,445473,6960,97094,55199,41895,0
951,2015-09-13,2015,Houston,conventional,0.89,Low,1095790,421534,540499,5559,128198,55637,72561,0
952,2015-09-06,2015,Houston,conventional,0.89,Low,1090493,460376,495488,6231,128398,63725,64673,0
953,2015-08-30,2015,Houston,conventional,0.88,Low,926125,559049,260761,4514,101801,72265,29536,0
954,2015-08-23,2015,Houston,conventional,0.89,Low,933166,509472,321616,4324,97754,62734,35020,0
955,2015-08-16,2015,Houston,conventional,0.92,Low,968899,565966,297435,3479,102019,65764,36255,0
956,2015-08-09,2015,Houston,conventional,0.92,Low,935150,474778,356593,5288,98491,62835,35656,0
957,2015-08-02,2015,Houston,conventional,0.9,Low,948127,568695,281941,3495,93996,60783,33213,0
958,2015-07-26,2015,Houston,conventional,0.79,Low,1086740,522819,443177,5097,115647,69845,45802,0
959,2015-07-19,2015,Houston,conventional,0.78,Low,1093425,517797,424787,4234,146607,73695,72912,0
960,2015-07-12,2015,Houston,conventional,0.79,Low,999608,559623,307628,3226,129131,71467,57475,189
961,2015-07-05,2015,Houston,conventional,0.79,Low,1173820,652960,371701,3957,145202,98661,46541,0
962,2015-06-28,2015,Houston,conventional,0.74,Low,1135915,613485,337700,1936,182794,87445,95349,0
963,2015-06-21,2015,Houston,conventional,0.74,Low,1196121,578767,449585,2228,165541,84406,81135,0
964,2015-06-14,2015,Houston,conventional,0.62,Low,1533409,924662,439063,4700,164984,85200,79784,0
965,2015-06-07,2015,Houston,conventional,0.72,Low,1172178,675888,364707,3900,127683,72505,55178,0
966,2015-05-31,2015,Houston,conventional,0.72,Low,1262933,757231,383627,2927,119148,53982,65166,0
967,2015-05-24,2015,Houston,conventional,0.83,Low,1089679,662438,324448,5152,97641,58142,39499,0
968,2015-05-17,2015,Houston,conventional,0.82,Low,1025660,676512,263395,3241,82512,47882,34630,0
969,2015-05-10,2015,Houston,conventional,0.76,Low,1201673,654228,424396,3776,119273,49686,69587,0
970,2015-05-03,2015,Houston,conventional,0.74,Low,1296308,651055,502617,4522,138114,55876,82238,0
971,2015-04-26,2015,Houston,conventional,0.79,Low,1082232,689173,295786,5527,91746,58557,33189,0
972,2015-04-19,2015,Houston,conventional,0.82,Low,933033,566197,250465,3899,112472,78217,34255,0
973,2015-04-12,2015,Houston,conventional,0.79,Low,1096075,631293,353794,3937,107051,97144,9907,0
974,2015-04-05,2015,Houston,conventional,0.83,Low,1249645,608888,496479,4878,139400,132586,6814,0
975,2015-03-29,2015,Houston,conventional,0.79,Low,1116225,502389,480447,4633,128756,122989,5767,0
976,2015-03-22,2015,Houston,conventional,0.8,Low,1036664,514614,393975,5199,122876,71978,50898,0
977,2015-03-15,2015,Houston,conventional,0.77,Low,1043173,526391,401260,5000,110522,62353,48169,0
978,2015-03-08,2015,Houston,conventional,0.78,Low,1166056,507328,517670,5322,135736,60499,75237,0
979,2015-03-01,2015,Houston,conventional,0.87,Low,991328,481278,391781,4150,114119,63265,50854,0
980,2015-02-22,2015,Houston,conventional,0.82,Low,978808,520035,346618,6532,105623,73228,32395,0
981,2015-02-15,2015,Houston,conventional,0.73,Low,1062388,571823,364818,5598,120149,83841,36308,0
982,2015-02-08,2015,Houston,conventional,0.7,Low,1180723,525260,535769,5175,114519,103507,11012,0
983,2015-02-01,2015,Houston,conventional,0.72,Low,1280364,540024,597856,8063,134421,86145,48276,0
984,2015-01-25,2015,Houston,conventional,0.77,Low,983911,549416,309975,4231,120289,95546,24743,0
985,2015-01-18,2015,Houston,conventional,0.77,Low,1017854,458532,429687,9354,120281,107321,12960,0
986,2015-01-11,2015,Houston,conventional,0.78,Low,1062072,463273,441786,4094,152919,126996,25923,0
987,2015-01-04,2015,Houston,conventional,0.71,Low,1062991,506426,436348,4379,115838,90300,25538,0
988,2015-12-27,2015,Indianapolis,conventional,1.04,Medium,123096,4647,69385,11206,37858,20645,11524,5689
989,2015-12-20,2015,Indianapolis,conventional,1.1,Medium,116354,3702,67984,9328,35340,18144,12134,5062
990,2015-12-13,2015,Indianapolis,conventional,1.03,Medium,125343,4905,69984,11398,39056,21260,15580,2216
991,2015-12-06,2015,Indianapolis,conventional,0.92,Low,145740,4067,89453,13570,38650,19365,17734,1551
992,2015-11-29,2015,Indianapolis,conventional,1.08,Medium,108444,3079,65254,10855,29256,17456,9975,1825
993,2015-11-22,2015,Indianapolis,conventional,1.11,Medium,115385,3980,68940,9640,32825,20313,11042,1470
994,2015-11-15,2015,Indianapolis,conventional,1.08,Medium,124219,3480,71346,12795,36598,22295,11753,2550
995,2015-11-08,2015,Indianapolis,conventional,0.96,Low,147800,4339,84844,20220,38397,19246,15190,3961
996,2015-11-01,2015,Indianapolis,conventional,1.01,Medium,147460,5225,84968,16933,40334,20800,16206,3328
997,2015-10-25,2015,Indianapolis,conventional,1.02,Medium,151559,4334,89943,16586,40696,18548,19395,2753
998,2015-10-18,2015,Indianapolis,conventional,0.97,Low,159464,4398,102118,12142,40806,24130,15546,1130
999,2015-10-11,2015,Indianapolis,conventional,1.1,Medium,128849,4271,75605,13860,35113,21300,11566,2247
1000,2015-10-04,2015,Indianapolis,conventional,0.98,Low,139679,3646,87385,13529,35119,18727,14547,1845
1001,2015-09-27,2015,Indianapolis,conventional,1.04,Medium,139491,2962,85578,16176,34775,19743,12078,2954
1002,2015-09-20,2015,Indianapolis,conventional,0.91,Low,185963,3943,116684,24166,41170,18046,18135,4989
1003,2015-09-13,2015,Indianapolis,conventional,0.87,Low,201621,3668,130328,17968,49657,22010,24285,3362
1004,2015-09-06,2015,Indianapolis,conventional,1.11,Medium,156608,3361,92569,16662,44016,25163,15846,3007
1005,2015-08-30,2015,Indianapolis,conventional,1.17,Medium,147066,3709,86768,15531,41058,23305,15001,2752
1006,2015-08-23,2015,Indianapolis,conventional,1.22,Medium,131935,4294,77251,10288,40102,23701,14786,1615
1007,2015-08-16,2015,Indianapolis,conventional,1.14,Medium,160060,5271,90142,20018,44629,23010,17605,4014
1008,2015-08-09,2015,Indianapolis,conventional,1.2,Medium,148385,3553,91632,12389,40811,24884,14290,1637
1009,2015-08-02,2015,Indianapolis,conventional,1.21,Medium,151883,3914,94006,13848,40115,22813,14978,2324
1010,2015-07-26,2015,Indianapolis,conventional,1.22,Medium,144476,3840,84797,7897,47942,27526,19119,1297
1011,2015-07-19,2015,Indianapolis,conventional,1.07,Medium,168164,4866,101984,15101,46213,25201,18742,2270
1012,2015-07-12,2015,Indianapolis,conventional,1.05,Medium,161432,4182,101947,7053,48250,27062,20240,948
1013,2015-07-05,2015,Indianapolis,conventional,1.05,Medium,190716,4890,119457,13496,52873,30631,21038,1204
1014,2015-06-28,2015,Indianapolis,conventional,0.95,Low,198267,5514,121149,9267,62337,34864,26115,1358
1015,2015-06-21,2015,Indianapolis,conventional,1.03,Medium,205199,7215,124628,14564,58792,33861,23155,1776
1016,2015-06-14,2015,Indianapolis,conventional,1.15,Medium,173545,10382,97080,13744,52339,33479,17581,1279
1017,2015-06-07,2015,Indianapolis,conventional,1.28,Medium,155731,16122,80781,10649,48179,30542,15866,1771
1018,2015-05-31,2015,Indianapolis,conventional,1.37,Medium,142818,13199,80054,6631,42934,26715,15126,1093
1019,2015-05-24,2015,Indianapolis,conventional,1.29,Medium,168798,19662,92857,14814,41465,26024,12630,2811
1020,2015-05-17,2015,Indianapolis,conventional,1.26,Medium,164077,18666,89511,16163,39737,21261,16314,2162
1021,2015-05-10,2015,Indianapolis,conventional,1.06,Medium,195532,16899,127193,5271,46169,23579,22228,362
1022,2015-05-03,2015,Indianapolis,conventional,1.13,Medium,178890,18026,113204,7489,40171,21559,17453,1159
1023,2015-04-26,2015,Indianapolis,conventional,1.24,Medium,158499,12319,88398,16641,41141,23193,14397,3551
1024,2015-04-19,2015,Indianapolis,conventional,1.08,Medium,179103,12091,106309,10137,50566,35778,13534,1254
1025,2015-04-12,2015,Indianapolis,conventional,1.15,Medium,146422,13496,86722,2458,43746,33144,10414,188
1026,2015-04-05,2015,Indianapolis,conventional,1.17,Medium,151260,12623,95214,2844,40579,33762,6721,96
1027,2015-03-29,2015,Indianapolis,conventional,1.09,Medium,161289,5383,97691,8096,50119,37466,11727,926
1028,2015-03-22,2015,Indianapolis,conventional,1.11,Medium,160558,3961,102319,15543,38735,19722,16305,2708
1029,2015-03-15,2015,Indianapolis,conventional,1.21,Medium,140488,4943,88080,5551,41914,24141,16954,819
1030,2015-03-08,2015,Indianapolis,conventional,1.07,Medium,160438,6082,97698,10846,45812,27937,15552,2323
1031,2015-03-01,2015,Indianapolis,conventional,1.13,Medium,169556,4876,110741,14372,39567,22401,14729,2437
1032,2015-02-22,2015,Indianapolis,conventional,1.34,Medium,127501,4269,80443,5162,37627,22829,13885,913
1033,2015-02-15,2015,Indianapolis,conventional,1.3,Medium,121768,5834,75495,4664,35775,22443,12428,904
1034,2015-02-08,2015,Indianapolis,conventional,0.98,Low,158792,7651,109167,8455,33519,18969,12562,1988
1035,2015-02-01,2015,Indianapolis,conventional,0.92,Low,245353,7246,181784,14762,41561,20669,18131,2761
1036,2015-01-25,2015,Indianapolis,conventional,1.06,Medium,149474,3644,108152,724,36954,21963,14953,38
1037,2015-01-18,2015,Indianapolis,conventional,1.14,Medium,149320,2911,103891,2049,40469,22405,17914,150
1038,2015-01-11,2015,Indianapolis,conventional,1.25,Medium,138617,3025,100510,1772,33310,18466,14766,78
1039,2015-01-04,2015,Indianapolis,conventional,1.02,Medium,160130,4007,118436,1202,36485,20325,16160,0
1040,2015-12-27,2015,Jacksonville,conventional,0.99,Low,132983,91470,7689,515,33309,15301,18008,0
1041,2015-12-20,2015,Jacksonville,conventional,1.19,Medium,95936,63054,6544,241,26097,16151,9941,5
1042,2015-12-13,2015,Jacksonville,conventional,0.96,Low,140036,100533,8914,199,30390,11313,19064,13
1043,2015-12-06,2015,Jacksonville,conventional,1.19,Medium,93337,65041,7717,703,19876,8770,11106,0
1044,2015-11-29,2015,Jacksonville,conventional,0.96,Low,121237,85342,7841,266,27788,7639,20149,0
1045,2015-11-22,2015,Jacksonville,conventional,0.98,Low,115301,77131,8054,302,29814,10739,19075,0
1046,2015-11-15,2015,Jacksonville,conventional,1.25,Medium,90999,57765,7319,999,24916,12499,12407,10
1047,2015-11-08,2015,Jacksonville,conventional,1.25,Medium,94496,62220,7708,411,24157,12761,11396,0
1048,2015-11-01,2015,Jacksonville,conventional,0.97,Low,162560,110440,11892,995,39233,14380,24853,0
1049,2015-10-25,2015,Jacksonville,conventional,1.22,Medium,98097,61125,8956,797,27219,19340,7879,0
1050,2015-10-18,2015,Jacksonville,conventional,1.25,Medium,92600,57713,9666,835,24386,14117,10269,0
1051,2015-10-11,2015,Jacksonville,conventional,0.99,Low,141875,93556,12102,1201,35016,14261,20755,0
1052,2015-10-04,2015,Jacksonville,conventional,0.99,Low,153146,102478,13923,538,36207,14925,21282,0
1053,2015-09-27,2015,Jacksonville,conventional,1.27,Medium,92326,52302,14642,1047,24335,14588,9747,0
1054,2015-09-20,2015,Jacksonville,conventional,0.99,Low,157688,97864,21666,448,37710,17061,20649,0
1055,2015-09-13,2015,Jacksonville,conventional,1.24,Medium,102871,55193,19472,461,27745,18430,9315,0
1056,2015-09-06,2015,Jacksonville,conventional,0.98,Low,179838,109913,23440,1561,44924,20610,24314,0
1057,2015-08-30,2015,Jacksonville,conventional,1.26,Medium,116109,64016,19572,657,31864,20461,11403,0
1058,2015-08-23,2015,Jacksonville,conventional,1.25,Medium,111825,60641,19270,731,31183,20588,10595,0
1059,2015-08-16,2015,Jacksonville,conventional,1.25,Medium,107523,60508,16156,697,30162,19619,10515,28
1060,2015-08-09,2015,Jacksonville,conventional,0.99,Low,188721,121358,22751,669,43943,21557,22386,0
1061,2015-08-02,2015,Jacksonville,conventional,1.24,Medium,112332,63303,19717,759,28553,19135,9418,0
1062,2015-07-26,2015,Jacksonville,conventional,1.25,Medium,112997,69032,19637,619,23709,18523,5186,0
1063,2015-07-19,2015,Jacksonville,conventional,1.0,Low,173741,111745,24069,647,37280,17718,19562,0
1064,2015-07-12,2015,Jacksonville,conventional,1.22,Medium,110965,62590,18466,584,29325,19290,10035,0
1065,2015-07-05,2015,Jacksonville,conventional,0.95,Low,211960,132208,27446,1193,51113,31922,19191,0
1066,2015-06-28,2015,Jacksonville,conventional,1.16,Medium,135740,78066,19523,867,37284,29904,7380,0
1067,2015-06-21,2015,Jacksonville,conventional,0.95,Low,192111,118742,23815,1147,48407,26218,22189,0
1068,2015-06-14,2015,Jacksonville,conventional,1.2,Medium,129527,72176,13980,2357,41014,30969,10045,0
1069,2015-06-07,2015,Jacksonville,conventional,0.98,Low,190397,132110,13657,710,43920,24338,19582,0
1070,2015-05-31,2015,Jacksonville,conventional,1.24,Medium,128105,86553,7980,616,32956,22617,10339,0
1071,2015-05-24,2015,Jacksonville,conventional,1.0,Low,195411,139486,13258,1049,41618,20782,20836,0
1072,2015-05-17,2015,Jacksonville,conventional,1.22,Medium,120930,81751,8352,524,30303,19948,10355,0
1073,2015-05-10,2015,Jacksonville,conventional,1.24,Medium,125605,85004,8544,626,31431,22039,9392,0
1074,2015-05-03,2015,Jacksonville,conventional,0.96,Low,254514,185047,16451,1347,51669,25089,26430,150
1075,2015-04-26,2015,Jacksonville,conventional,1.21,Medium,127939,87231,9219,595,30894,21799,9095,0
1076,2015-04-19,2015,Jacksonville,conventional,1.17,Medium,124796,81015,8893,651,34237,24494,9743,0
1077,2015-04-12,2015,Jacksonville,conventional,0.99,Low,180970,132039,13393,645,34893,17504,17389,0
1078,2015-04-05,2015,Jacksonville,conventional,1.1,Medium,146744,105692,11012,848,29192,16686,12506,0
